Entry ID,Lemma ID,Code (survey),Batch (survey),List (survey),Item (survey),English Word Frequency,Frequency,Frequency SD,Frequency Z,Frequency N,Sign Unknown,Frequency (Native),Frequency SD (Native),Frequency Z (Native),Frequency N (Native),Sign Unknown (Native) (proportion),Frequency (Nonnative),Frequency SD (Nonnative),Frequency N (Nonnative),Frequency Z (Nonnative),Sign Unknown (Nonnative) (proportion),Dominant Translation,Dominant Translation Agreement (proportion),Dominant Translation Agreement (Native) (proportion),Dominant Translation Agreement (Nonnative) (proportion),Nondominant Translations,Non-Signer Iconicity,Non-Signer Iconicity SD,Non-Signer Iconicity Z,Non-Signer Iconicity N,Non-Signer Iconicity ID,Deaf Signer Iconicity,Deaf Signer Iconicity SD,Deaf Signer Iconicity N,Deaf Signer Iconicity Z,Deaf Signer Iconicity (Native),Deaf Signer Iconicity SD (Native),Deaf Signer Iconicity Z (Native),Deaf Signer Iconicity N (Native),Consistency of Guesses,Accuracy of Guesses (proportion),Transparency,Transparency SD,Transparency Z,Lexical Class,Initialized Sign,Fingerspelled Loan Sign,Compound,Number Of Morphemes,Sign Onset,Sign Offset,Sign Duration,Video Duration,Handshape,Selected Fingers,Flexion,Flexion Change,Spread,Spread Change,Thumb Position,Thumb Contact,Sign Type,Path Movement,Repeated Movement,Major Location,Minor Location,Second Minor Location,Contact,Nondominant Handshape,Wrist Twist,Handshape Morpheme 2,Selected Fingers Morpheme 2,Flexion Morpheme 2,Flexion Change Morpheme 2,Spread Morpheme 2,Spread Change Morpheme 2,Thumb Position Morpheme 2,Thumb Contact Morpheme 2,Sign Type Morpheme 2,Movement Morpheme 2,Repeated Movement Morpheme 2,Major Location Morpheme 2,Minor Location Morpheme 2,Second Minor Location Morpheme 2,Contact Morpheme 2,Nondominant Handshape Morpheme 2,Wrist Twist Morpheme 2,Handshape Morpheme 3,Selected Fingers Morpheme 3,Flexion Morpheme 3,Flexion Change Morpheme 3,Spread Morpheme 3,Spread Change Morpheme 3,Thumb Position Morpheme 3,Thumb Contact Morpheme 3,Signtype Morpheme 3,Movement Morpheme 3,Repeated Movement Morpheme 3,Major Location Morpheme 3,Minor Location Morpheme 3,Second Minor Location Morpheme 3,Contact Morpheme 3,Nondominant Handshape Morpheme 3,Wrist Twist Morpheme 3,Handshape Morpheme 4,Selected Fingers Morpheme 4,Flexion Morpheme 4,Flexion Change Morpheme 4,Spread Morpheme 4,Spread Change Morpheme 4,Thumb Position Morpheme 4,Thumb Contact Morpheme 4,Sign Type Morpheme 4,Movement Morpheme 4,Repeated Movement Morpheme 4,Major Location Morpheme 4,Minor Location Morpheme 4,Second Minor Location Morpheme 4,Contact Morpheme 4,Nondominant Handshape Morpheme 4,Wrist Twist Morpheme 4,Handshape Morpheme 5,Selected Fingers Morpheme 5,Flexion Morpheme 5,Flexion Change Morpheme 5,Spread Morpheme 5,Spread Change Morpheme 5,Thumb Position Morpheme 5,Thumb Contact Morpheme 5,Sign Type Morpheme 5,Movement Morpheme 5,Repeated Movement Morpheme 5,Major Location Morpheme 5,Minor Location Morpheme 5,Second Minor Location Morpheme 5,Contact Morpheme 5,Nondominant Handshape Morpheme 5,Wrist Twist Morpheme 5,Handshape Morpheme 6,Selected Fingers Morpheme 6,Flexion Morpheme 6,Flexion Change Morpheme 6,Spread Morpheme 6,Spread Change Morpheme 6,Thumb Position Morpheme 6,Thumb Contact Morpheme 6,Sign Type Morpheme 6,Movement Morpheme 6,Repeated Movement Morpheme 6,Major Location Morpheme 6,Minor Location Morpheme 6,Second Minor Location Morpheme 6,Contact Morpheme 6,Nondominant Handshape Morpheme 6,Wrist Twist Morpheme 6,Sign Type Frequency,Major Location Frequency,Minor Location Frequency,Second Minor Location Frequency,Movement Frequency,Selected Fingers Frequency,Flexion Frequency,Flexion Change Frequency,Repeated Movement Frequency,Contact Frequency,Spread Frequency,Spread Change Frequency,Thumb Contact Frequency,Thumb Position Frequency,Ulnar Rotation Frequency,Neighborhood Density,Parameter Neighborhood Density,Phonotactic Probability,Phonological Complexity,SignBank Semantic Field,SignBank Reference ID,In CDI,CDI Semantic Category,Age Of Acquisition,Age Of Acquisition (Empirical),Handshape Image
fireman_2,fireman_2,K_03_052,K,3,52,2.176,3.318,2.009,-0.447,25,0.12,2.556,1.333,-0.624,11,0.182,3.846,2.267,14,-0.325,0.071,fireman_2,0.591,0.778,0.462,"egypt, german, turkey",1.88,1.509,-0.904,25.0,FIREMAN,,,,,,,,,,,,,,Noun,0,0,0,1,534,1502,968,2202,curved_l,i,Curved,0.0,,,Open,0.0,One Handed,Straight,1,Head,Forehead,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.266,0.039,0.0,0.457,0.261,0.225,0.791,0.446,0.622,0.0,0.0,0.684,0.657,0.836,4,328,-0.02,1.0,None,1471.0,No,,,,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/curved_l.png"" />"
first,first,C_01_033,C,1,33,4.632,5.767,1.223,0.767,30,0.0,6.0,1.188,0.818,18,0.0,5.417,1.24,12,0.69,0.0,first,0.733,0.722,0.75,"one, one dollar",4.867,1.479,0.736,30.0,,3.0,1.44,30.0,0.04,3.14,1.46,0.06,21.0,,,,,,Number,0,0,0,1,400,934,534,1802,1,i,Fully Open,0.0,,,Closed,0.0,One Handed,None,0,Neutral,Neutral,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.363,0.363,0.0,0.153,0.261,0.409,0.791,0.554,0.378,0.0,0.0,0.684,0.343,0.164,4,272,-0.174,1.0,Number,458.0,Yes,Descriptive Signs,41.0,28.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/1.png"" />"
fish,fish,A_03_040,A,3,40,3.629,4.56,1.557,0.305,25,0.0,4.733,1.387,0.418,15,0.0,4.3,1.829,10,0.136,0.0,,,,,,4.476,1.537,0.384,21.0,,4.03,1.72,31.0,0.35,4.05,1.9,0.41,19.0,,,,,,Noun,0,0,0,1,367,1068,701,1235,open_b,imrp,Fully Open,1.0,0.0,0.0,Open,0.0,Asymmetrical Same Handshape,None,1,Hand,Finger Tip,,1,open_b,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.059,0.25,0.023,0.0,0.153,0.449,0.409,0.209,0.446,0.622,0.602,0.878,0.684,0.657,0.836,1,135,-0.051,1.0,Animal,387.0,Yes,Animals,25.0,15.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/open_b.png"" />"
flag,flag,B_01_036,B,1,36,2.951,3.667,1.736,-0.62,24,0.0,4.077,1.605,-0.332,13,0.0,3.182,1.834,11,-0.961,0.0,,,,,,5.407,1.448,1.242,27.0,,5.77,1.33,31.0,1.51,5.86,1.39,1.6,22.0,2.63,0.158,3.79,1.48,-0.15,Noun,0,0,0,1,400,968,567,1702,open_b,imrp,Fully Open,1.0,0.0,0.0,Open,0.0,One Handed,Straight,1,Neutral,Neutral,Neutral,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.363,0.363,0.426,0.457,0.449,0.409,0.209,0.446,0.378,0.602,0.878,0.684,0.657,0.836,6,541,0.525,1.0,None,460.0,Yes,Outside Things and Places to Go,33.0,28.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/open_b.png"" />"
flag_2,flag_2,G_02_092,G,2,92,2.951,4.519,1.949,0.144,27,0.0,4.417,1.782,0.13,12,0.0,4.6,2.131,15,0.155,0.0,flag,1.0,1.0,1.0,,5.75,1.27,1.035,32.0,,,,,,,,,,,,,,,Noun,0,0,0,1,400,1368,968,2035,open_b,imrp,Fully Open,1.0,0.0,0.0,Open,0.0,One Handed,Straight,1,Neutral,Neutral,Neutral,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.363,0.363,0.426,0.457,0.449,0.409,0.209,0.446,0.378,0.602,0.878,0.684,0.657,0.836,6,541,0.525,1.0,None,460.0,No,,,,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/open_b.png"" />"
flower,flower,A_03_017,A,3,17,3.065,4.92,1.579,0.494,25,0.0,4.667,1.543,0.397,15,0.0,5.3,1.636,10,0.639,0.0,flower,1.0,1.0,1.0,,1.857,1.153,-0.772,21.0,,2.19,1.54,31.0,-0.57,2.26,1.73,-0.46,19.0,,,,,,Noun,0,0,0,1,367,968,601,1201,flat_o,imrp,Flat,0.0,0.0,0.0,Open,1.0,One Handed,Curved,0,Head,Cheek Nose,Cheek Nose,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.266,0.035,0.008,0.233,0.449,0.162,0.791,0.554,0.622,0.602,0.878,0.316,0.657,0.164,0,143,0.063,2.0,None,381.0,Yes,Outside Things and Places to Go,26.0,14.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/flat_o.png"" />"
for,for,B_03_049,B,3,49,5.546,5.08,1.498,0.271,25,0.0,5.357,1.499,0.413,14,0.0,4.727,1.489,11,0.091,0.0,,,,,,1.5,1.042,-0.644,30.0,,1.55,1.15,31.0,-0.71,1.5,1.1,-0.69,22.0,1.68,0.0,4.15,1.79,0.44,Minor,0,0,0,1,567,934,367,1702,1,i,Fully Open,0.0,,,Closed,0.0,One Handed,Curved,0,Head,Forehead,Head Away,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.266,0.039,0.178,0.233,0.261,0.409,0.791,0.554,0.622,0.0,0.0,0.684,0.343,0.164,4,267,-0.148,2.0,None,135.0,Yes,Prepositions and Locations,40.0,24.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/1.png"" />"
frenchfries,frenchfries,A_01_085,A,1,85,,4.645,1.817,0.325,31,0.0,4.611,1.787,0.345,18,0.0,4.692,1.932,13,0.298,0.0,,,,,,2.139,1.606,-0.5,36.0,,1.48,1.03,31.0,-0.95,1.21,0.71,-1.03,19.0,,,,,,Noun,1,1,0,2,567,1168,601,2169,f,i,Curved,,,,Open,1.0,One Handed,Curved,0,Neutral,Neutral,Neutral,0,,0,f,i,Curved,,,,Open,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.363,0.363,0.426,0.233,0.261,0.225,0.0,0.554,0.378,0.0,0.0,0.316,0.657,0.836,4,284,-0.049,2.0,Food,2357.0,Yes,Food and Drink,31.0,22.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/f.png"" />"
frog,frog,D_03_059,D,3,59,2.781,2.731,1.779,-0.802,26,0.0,2.563,1.896,-0.925,16,0.0,3.0,1.633,10,-0.605,0.0,,,,,,2.25,1.26,-0.35,24.0,,2.31,1.62,26.0,-0.39,1.83,1.25,-0.61,18.0,,,,,,Noun,0,0,0,1,634,1435,801,2135,s,im,Fully Closed,1.0,,1.0,Closed,1.0,One Handed,Straight,1,Head,Under Chin,Head Away,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.266,0.006,0.178,0.457,0.14,0.067,0.209,0.446,0.622,0.0,0.122,0.316,0.343,0.836,0,388,-0.467,2.0,Animal,137.0,Yes,Animals,27.0,28.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/s.png"" />"
gift,gift,E_01_055,E,1,55,3.517,5.143,1.556,0.452,35,0.0,5.333,1.633,0.546,15,0.0,5.0,1.522,20,0.382,0.0,,,,,,1.92,1.32,-0.745,25.0,A GIFT,,,,,,,,,,,,,,Noun,0,0,0,1,501,1235,734,1802,bent_1,i,Bent,0.0,,,Closed,0.0,Symmetrical Or Alternating,Curved,0,Neutral,Neutral,Neutral,0,bent_1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.345,0.363,0.363,0.426,0.233,0.261,0.099,0.791,0.554,0.378,0.0,0.0,0.684,0.343,0.836,3,261,0.025,2.0,Event,226.0,Yes,Toys,33.0,28.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/bent_1.png"" />"
giraffe,giraffe,A_03_049,A,3,49,1.886,2.636,1.432,-0.749,22,0.12,2.538,1.613,-0.727,13,0.133,2.778,1.202,10,-0.78,0.1,,,,,,4.762,1.261,0.586,21.0,,4.07,1.84,31.0,0.36,3.82,1.74,0.25,19.0,,,,,,Noun,0,0,0,1,467,1034,567,1201,c,imrp,Curved,0.0,0.0,0.0,Open,0.0,Asymmetrical Same Handshape,Straight,0,Body,Body Away,Body Away,0,c,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.059,0.094,0.016,0.045,0.457,0.449,0.225,0.791,0.554,0.378,0.602,0.878,0.684,0.657,0.836,0,159,0.02,1.0,Animal,1878.0,Yes,Animals,29.0,28.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/c.png"" />"
girl,girl,C_03_073,C,3,73,4.454,4.552,1.639,0.16,29,0.033,4.765,1.751,0.129,17,0.056,4.25,1.485,12,0.204,0.0,,,,,,1.528,1.207,-0.688,36.0,,1.43,0.9,30.0,-0.78,1.57,1.03,-0.76,21.0,2.87,0.0,2.79,1.75,-0.78,Noun,0,0,0,1,501,801,300,1635,a,t,,,,,Open,,One Handed,Curved,0,Head,Cheek Nose,Head Away,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.266,0.035,0.178,0.233,0.057,0.0,0.0,0.554,0.622,0.0,0.0,0.0,0.657,0.164,1,173,-0.687,3.0,People,465.0,Yes,People,30.0,22.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/a.png"" />"
give,give,F_01_023,F,1,23,4.775,5.667,1.414,0.735,27,0.0,6.0,0.877,0.897,14,0.0,5.308,1.797,13,0.56,0.0,,,,,,4.909,1.466,0.548,33.0,,,,,,,,,,,,,,,Verb,0,0,0,1,334,1201,868,1668,flat_o,imrp,Flat,0.0,0.0,0.0,Open,1.0,One Handed,Curved,0,Neutral,Neutral,Neutral,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.363,0.363,0.426,0.233,0.449,0.162,0.791,0.554,0.378,0.602,0.878,0.316,0.657,0.164,0,258,0.293,2.0,Event,466.0,Yes,Action Signs,28.0,19.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/flat_o.png"" />"
go,go,C_03_056,C,3,56,5.287,6.033,1.129,1.029,30,0.0,6.111,1.132,0.949,18,0.0,5.917,1.165,12,1.149,0.0,,,,,,5.583,1.317,1.266,36.0,,3.6,1.98,30.0,0.42,3.67,1.98,0.4,21.0,,,,,,Verb,0,0,0,1,334,767,434,2069,1,i,Fully Open,0.0,,,Closed,0.0,Symmetrical Or Alternating,Curved,0,Neutral,Neutral,Neutral,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.345,0.363,0.363,0.426,0.233,0.261,0.409,0.791,0.554,0.378,0.0,0.0,0.684,0.343,0.836,9,358,0.169,2.0,Event,469.0,Yes,Action Signs,31.0,19.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/1.png"" />"
grass,grass,A_03_031,A,3,31,2.933,4.88,1.333,0.48,25,0.0,4.867,1.302,0.508,15,0.0,4.9,1.449,10,0.439,0.0,,,,,,1.762,0.995,-0.837,21.0,,1.32,0.6,31.0,-1.02,1.37,0.68,-0.93,19.0,,,,,,Noun,0,0,0,1,267,801,534,1034,curved_5,imrp,Curved,0.0,1.0,0.0,Open,0.0,One Handed,Curved,1,Head,Under Chin,Head Away,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.266,0.006,0.178,0.233,0.449,0.225,0.791,0.446,0.622,0.398,0.878,0.684,0.657,0.836,0,174,0.254,2.0,None,474.0,Yes,Outside Things and Places to Go,30.0,15.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/curved_5.png"" />"
green,green,B_02_085,B,2,85,3.568,5.4,1.443,0.456,25,0.0,5.571,1.555,0.541,14,0.0,5.182,1.328,11,0.348,0.0,,,,,,1.067,0.254,-0.814,30.0,,1.13,0.43,31.0,-0.94,1.18,0.5,-0.89,22.0,2.29,0.0,3.2,1.24,-0.2,Adjective,1,0,0,1,467,868,400,1368,g,i,Flat,0.0,,,Open,0.0,One Handed,None,1,Neutral,Neutral,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.363,0.363,0.0,0.153,0.261,0.162,0.791,0.446,0.378,0.0,0.0,0.684,0.657,0.164,3,141,-0.282,1.0,Color,475.0,Yes,Descriptive Signs,27.0,19.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/g.png"" />"
gum,gum,G_02_010,G,2,10,2.835,5.037,1.652,0.422,27,0.0,5.167,1.801,0.516,12,0.0,4.933,1.58,15,0.347,0.0,,,,,,3.452,1.588,-0.006,31.0,,,,,,,,,,,,,,,Noun,0,0,0,1,534,1535,1001,2035,v,im,Fully Open,1.0,1.0,0.0,Closed,0.0,One Handed,Straight,1,Head,Mouth,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.266,0.046,0.0,0.457,0.14,0.409,0.209,0.446,0.622,0.398,0.878,0.684,0.343,0.836,1,349,-0.027,2.0,None,1850.0,Yes,Food and Drink,41.0,35.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/v.png"" />"
hair,hair,A_02_056,A,2,56,3.894,5.444,1.34,0.873,27,0.0,5.692,1.182,1.012,13,0.0,5.214,1.477,14,0.744,0.0,,,,,,6.9,0.305,1.884,30.0,,6.23,1.5,31.0,1.5,6.21,1.62,1.53,19.0,,,,,,Noun,0,0,0,1,334,1201,868,1401,f,i,Flat,0.0,,,Open,1.0,One Handed,Straight,1,Head,Other,Other,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.266,0.025,0.01,0.457,0.261,0.162,0.791,0.446,0.378,0.0,0.0,0.316,0.657,0.836,0,336,-0.304,1.0,None,1848.0,Yes,Body Parts,24.0,16.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/f.png"" />"
hair_2,hair_2,K_02_053,K,2,53,3.894,3.739,1.982,-0.274,25,0.08,3.0,1.563,-0.328,11,0.091,4.308,2.136,14,-0.232,0.071,,,,,,5.042,1.732,0.692,24.0,HAIR,,,,,,,,,,,,,,Noun,0,0,0,1,667,2102,1435,2669,curved_5,imrp,Curved,0.0,1.0,0.0,Open,0.0,One Handed,Other,0,Head,Head Top,Head Away,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.266,0.004,0.178,0.017,0.449,0.225,0.791,0.554,0.622,0.398,0.878,0.684,0.657,0.836,0,42,0.297,3.0,,,No,,,,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/curved_5.png"" />"
happy,happy,C_03_078,C,3,78,4.23,5.7,1.264,0.871,30,0.0,6.111,1.231,0.971,18,0.0,5.083,1.084,12,0.719,0.0,,,,,,3.25,1.645,0.141,36.0,,2.4,1.48,30.0,-0.24,2.38,1.56,-0.29,21.0,2.63,0.053,4.0,1.7,0.13,Adjective,0,0,0,1,467,968,501,1568,open_b,imrp,Fully Open,0.0,0.0,0.0,Open,0.0,One Handed,Curved,1,Body,Torso Top,Body Away,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.094,0.032,0.045,0.233,0.449,0.409,0.791,0.446,0.622,0.602,0.878,0.684,0.657,0.836,4,168,0.221,2.0,Emotion,476.0,Yes,Mental State Terms,28.0,23.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/open_b.png"" />"
hat,hat,A_02_045,A,2,45,3.515,4.407,1.394,0.3,27,0.0,4.385,1.044,0.288,13,0.0,4.429,1.697,14,0.311,0.0,,,,,,5.033,1.497,0.941,30.0,,4.9,2.07,31.0,0.79,5.16,1.92,0.97,19.0,,,,,,Noun,0,0,0,1,467,901,434,1068,open_b,imrp,Fully Open,0.0,0.0,0.0,Open,0.0,One Handed,Straight,1,Head,Head Top,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.266,0.004,0.0,0.457,0.449,0.409,0.791,0.446,0.622,0.602,0.878,0.684,0.657,0.836,9,426,0.416,1.0,None,477.0,Yes,Clothing,22.0,14.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/open_b.png"" />"
hat_2,hat_2,K_03_099,K,3,99,3.515,4.52,1.636,0.243,25,0.0,3.909,1.514,0.079,11,0.0,5.0,1.617,14,0.373,0.0,,,,,,6.731,0.533,1.307,26.0,HAT,,,,,,,,,,,,,,Noun,0,0,0,1,767,1602,834,2402,flat_o,imrp,Flat,1.0,0.0,0.0,Open,1.0,Symmetrical Or Alternating,Straight,0,Head,Head Away,Head Away,0,flat_o,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.345,0.266,0.066,0.178,0.457,0.449,0.162,0.209,0.554,0.378,0.602,0.878,0.316,0.657,0.836,2,340,0.11,1.0,None,1781.0,No,,,,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/flat_o.png"" />"
hate,hate,F_02_078,F,2,78,4.039,5.407,1.366,0.636,27,0.0,5.214,1.424,0.507,14,0.0,5.615,1.325,13,0.775,0.0,,,,,,4.0,1.528,0.267,31.0,,,,,,,,,,,,,,,Verb,0,0,0,1,501,1134,634,1702,5,imrp,Fully Open,0.0,1.0,0.0,Open,0.0,Symmetrical Or Alternating,Curved,0,Head,Chin,Head Away,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.345,0.266,0.037,0.178,0.233,0.449,0.409,0.791,0.554,0.622,0.398,0.878,0.684,0.657,0.836,6,170,0.458,2.0,,,Yes,Mental State Terms,58.0,33.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/5.png"" />"
have,have,B_03_057,B,3,57,5.497,6.125,1.035,0.916,24,0.0,6.308,0.855,0.997,13,0.0,5.909,1.221,11,0.82,0.0,,,,,,3.533,1.697,0.369,30.0,,1.9,1.14,31.0,-0.53,1.91,1.23,-0.52,22.0,0.4,0.0,5.2,1.64,1.14,Verb,0,0,0,1,501,834,334,1502,flat_b,imrp,Flat,0.0,0.0,0.0,Open,0.0,Symmetrical Or Alternating,Straight,0,Body,Torso Top,,1,flat_b,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.345,0.094,0.032,0.0,0.457,0.449,0.162,0.791,0.554,0.622,0.602,0.878,0.684,0.657,0.836,4,165,0.289,1.0,Event,1779.0,Yes,Action Signs,35.0,28.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/flat_b.png"" />"
head,head,E_03_044,E,3,44,4.278,4.367,1.79,0.094,30,0.0,4.786,1.672,0.268,14,0.0,4.0,1.862,16,-0.059,0.0,,,,,,5.207,1.74,0.83,29.0,,,,,,,,,,,,,,,Noun,0,0,0,1,567,1401,834,1935,flat_b,imrp,Flat,0.0,0.0,0.0,Open,0.0,One Handed,Straight,0,Head,Forehead,Chin,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.266,0.039,0.012,0.457,0.449,0.162,0.791,0.554,0.622,0.602,0.878,0.684,0.657,0.836,0,361,0.455,1.0,None,1777.0,Yes,Body Parts,37.0,23.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/flat_b.png"" />"
hear_1,hear_1,E_01_097,E,1,97,4.452,5.029,1.505,0.38,35,0.0,5.067,1.751,0.411,15,0.0,5.0,1.338,20,0.356,0.0,,,,,,6.36,0.86,1.259,25.0,,,,,,,,,,,,,,,Verb,0,0,0,1,467,1301,834,1902,1,i,Fully Open,0.0,,,Closed,0.0,One Handed,None,0,Head,Other,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.266,0.025,0.0,0.153,0.261,0.409,0.791,0.554,0.622,0.0,0.0,0.684,0.343,0.836,45,290,-0.074,1.0,,,Yes,Action Signs,45.0,21.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/1.png"" />"
